Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
kk;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_09_29_52/2017_03_07_14_31_16_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ii;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_19_15_08/2017_03_08_00_16_33_openmpDGEMM_mic0-mic1.ece.neu.edu.log
i;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_15_39_21/2017_03_07_20_40_28_openmpDGEMM_mic0-mic1.ece.neu.edu.log
k;dgemm.c;183;7;14;Zero bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_15_40_32/2017_03_07_20_41_48_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Single bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_19_11_25/2017_03_08_00_07_22_openmpDGEMM_mic0-mic1.ece.neu.edu.log
AA;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_09_40_23/2017_03_07_14_40_36_openmpDGEMM_mic0-mic1.ece.neu.edu.log
C;dgemm.c;185;7;14;Zero bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_02_32_56/2017_03_07_07_34_20_openmpDGEMM_mic0-mic1.ece.neu.edu.log
BB;dgemm.c;187;7;14;Zero bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_15_41_35/2017_03_07_20_43_00_openmpDGEMM_mic0-mic1.ece.neu.edu.log
j;dgemm.c;277;7;14;Single bit-flip;codes/dgemm/7-14/dump_7/dgemm_xeon_phi_7-14/2017_03_07/2017_03_07_06_06_41/2017_03_07_11_07_59_openmpDGEMM_mic0-mic1.ece.neu.edu.log
ig;dgemm.c;183;7;14;Double bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_20_37_47/2017_03_07_01_36_45_openmpDGEMM_mic1.local.log
ig;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_17_19_22/2017_03_06_22_18_20_openmpDGEMM_mic1.local.log
CC;dgemm.c;187;7;14;Double bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_06/2017_03_06_20_36_44/2017_03_07_01_35_33_openmpDGEMM_mic1.local.log
kg;dgemm.c;183;7;14;Single bit-flip;codes/dgemm/7-14/dump_8/dgemm_xeon_phi_7-14/2017_03_08/2017_03_08_05_32_30/2017_03_08_10_31_28_openmpDGEMM_mic1.local.log
