Variable Name;Variable File;Variable Line;Init Fault Time;End Fault Time;Fault Mode;dirName
grid_cols;hotspot_check.c;230;3;6;Double bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_20_13_36/2017_02_26_01_12_32_openMPHotspot_mic0.local.log
vect;hotspot_check.c;190;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_05_25_17/2017_02_25_10_23_51_openMPHotspot_mic0.local.log
power;hotspot_check.c;231;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_19_27_00/2017_02_26_00_25_57_openMPHotspot_mic0.local.log
pfile;hotspot_check.c;232;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_01_09_07/2017_02_25_06_08_04_openMPHotspot_mic0.local.log
power;hotspot_check.c;231;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_15_55_28/2017_02_25_20_54_24_openMPHotspot_mic0.local.log
fp;hotspot_check.c;193;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_07_03_11/2017_02_25_12_02_24_openMPHotspot_mic0.local.log
fp;hotspot_check.c;193;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_01_26_30/2017_02_25_06_25_26_openMPHotspot_mic0.local.log
vect;hotspot_check.c;190;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_08_22_34/2017_02_25_13_21_44_openMPHotspot_mic0.local.log
index;hotspot_check.c;192;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_03_16_37/2017_02_25_08_15_44_openMPHotspot_mic0.local.log
grid_cols;hotspot_check.c;190;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_21_34_23/2017_02_26_02_33_19_openMPHotspot_mic0.local.log
temp;hotspot_check.c;231;3;6;Zero bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_01_57_54/2017_02_25_06_57_09_openMPHotspot_mic0.local.log
fp;hotspot_check.c;193;3;6;Random bit-flip;codes/hotspot/3-6/dump_5/hotspot_xeon_phi_3-6/2017_02_25/2017_02_25_19_27_59/2017_02_26_00_27_10_openMPHotspot_mic0.local.log
