bitflips:;19595
SDCs:;3759
Crashes:;3732
Simultaneous SDCs and Crashes:;0


Fault Modes #flips:
Double bit-flip;1105
One bit-flip;2
Random bit-flip;1458
Single bit-flip;15520
Zero bit-flip;1510
Fault Modes #SDC:
Double bit-flip;197
Random bit-flip;180
Single bit-flip;2917
Zero bit-flip;465
Fault Modes #Crashes:
Double bit-flip;247
Random bit-flip;399
Single bit-flip;2999
Zero bit-flip;87

Time Frame #flips:
-;3607
0-2;5740
2-4;4611
4-6;3176
4-8;744
6-8;1717
Time Frame #SDC:
-;273
0-2;871
2-4;1451
4-6;899
4-8;199
6-8;66
Time Frame #Crashes:
-;649
0-2;682
2-4;1237
4-6;884
4-8;180
6-8;100

Variables that caused SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
81.86157517899761;419;343;temp_top;lud_omp.c;128
80.14354066985646;418;335;sum;lud_omp.c;130
37.10762331838565;892;331;chunk_idx;lud_omp.c;45
60.85011185682326;447;272;j_global;lud_omp.c;127
62.093023255813954;430;267;a;lud_omp.c;123
46.68141592920354;452;211;j;lud_omp.c;127
48.00936768149883;427;205;temp_left;lud_omp.c;129
36.853932584269664;445;164;i_global;lud_omp.c;127
16.78240740740741;864;145;offset;lud_omp.c;45
32.77511961722488;418;137;i;lud_omp.c;127
26.10619469026549;452;118;k;lud_omp.c;127
10.807600950118765;842;91;_r_debug;dl-debug.c;37
11.832946635730858;431;51;size;lud_omp.c;123
10.020876826722338;479;48;_IO_file_jumps_maybe_mmap;fileops.c;1574
9.606986899563319;458;44;_IO_file_jumps_mmap;fileops.c;1550
3.737259343148358;883;33;chunks_in_inter_row;lud_omp.c;45
3.535911602209945;905;32;chunks_per_inter;lud_omp.c;45
11.524163568773234;269;31;host_errors;lud_check.c;128
19.84732824427481;131;26;preloadlist;rtld.c;733
5.664488017429194;459;26;size;lud_omp.c;43
5.417607223476298;443;24;_IO_file_jumps;fileops.c;1548
19.672131147540984;122;24;_rtld_global_ro;rtld.c;152
17.05426356589147;129;22;_dl_rtld_libname2;rtld.c;196
15.328467153284672;137;21;__libc_enable_secure;../elf/dl-sysdep.c;57
16.39344262295082;122;20;audit_list;rtld.c;108
5.305039787798409;377;20;__GI__IO_file_jumps;fileops.c;1525
14.84375;128;19;version_info;rtld.c;735
13.47517730496454;141;19;option_index;lud_check.c;46
64.28571428571429;28;18;m;lud_check.c;51
17.647058823529413;102;18;__libc_multiple_libcs;../elf/dl-sysdep.c;58
15.178571428571427;112;17;start_time;rtld.c;202
13.600000000000001;125;17;relocate_time;rtld.c;200
11.510791366906476;139;16;long_options;lud_check.c;31
13.114754098360656;122;16;__pointer_chk_guard_local;rtld.c;96
15.53398058252427;103;16;host_errors;lud_check.c;129
11.678832116788321;137;16;__GI___libc_enable_secure;../elf/dl-sysdep.c;56
60.0;25;15;n;lud_check.c;92
11.811023622047244;127;15;any_debug;rtld.c;2204
13.88888888888889;108;15;_rtld_local_ro;rtld.c;187
11.71875;128;15;library_path;rtld.c;731
11.023622047244094;127;14;_dl_argc;rtld.c;82
12.844036697247708;109;14;_rtld_global;rtld.c;124
11.475409836065573;122;14;tls_init_tp_called;rtld.c;570
9.923664122137405;131;13;load_time;rtld.c;201
3.1026252983293556;419;13;size_inter;lud_omp.c;45
9.48905109489051;137;13;j;lud_check.c;128
9.219858156028367;141;13;_dl_rtld_libname;rtld.c;195
9.6;125;12;_rtld_local;rtld.c;146
9.30232558139535;129;12;test_info;lud_check.c;115
78.57142857142857;14;11;temp;lud_omp.c;75
8.208955223880597;134;11;__GI__dl_argv;rtld.c;83
3.968253968253968;252;10;a;lud_omp.c;43
75.0;12;9;j_global;lud_omp.c;73
32.0;25;8;in_flight_stack;allocatestack.c;120
28.57142857142857;28;8;_thread_db_td_thr_events_t_event_bits;../nptl_db/structs.def;45
19.51219512195122;41;8;preload_file;rtld.c;1516
53.333333333333336;15;8;j;lud_omp.c;73
58.333333333333336;12;7;a;lud_omp.c;69
63.63636363636363;11;7;sum;lud_omp.c;74
28.000000000000004;25;7;_thread_db_list_t_prev;../nptl_db/structs.def;42
15.0;40;6;sw;lud_check.c;52
24.0;25;6;_thread_db_pthread_cancelhandling;../nptl_db/structs.def;31
16.666666666666664;36;6;rtld_total_time;rtld.c;311
14.634146341463413;41;6;file_size;rtld.c;746
25.0;24;6;_thread_db_pthread_nextevent;../nptl_db/structs.def;38
46.15384615384615;13;6;i;lud_omp.c;73
19.230769230769234;26;5;__nptl_last_event;pthread_create.c;47
62.5;8;5;temp;lud_omp.c;26
23.809523809523807;21;5;__nptl_threads_events;pthread_create.c;44
13.157894736842104;38;5;do_verify;lud_check.c;29
15.151515151515152;33;5;_thread_db_pthread_dtvp;../nptl_db/structs.def;78
19.230769230769234;26;5;_thread_db_sizeof_list_t;../nptl_db/structs.def;40
33.33333333333333;15;5;k;lud_omp.c;73
14.285714285714285;35;5;option_index;lud_check.c;47
8.0;50;4;ret;lud_check.c;48
11.428571428571429;35;4;argv;lud_check.c;44
13.793103448275861;29;4;__PRETTY_FUNCTION__;pthread_create.c;0
80.0;5;4;kernel_errors;../include/log_helper.c;367
17.391304347826086;23;4;__pthread_debug;pthread_create.c;41
22.22222222222222;18;4;j_here;lud_omp.c;73
20.0;20;4;_thread_db_pthread_start_routine;../nptl_db/structs.def;30
11.11111111111111;36;4;long_options;lud_check.c;32
20.0;20;4;_thread_db_pthread_eventbuf_eventmask_event_bits;../nptl_db/structs.def;37
14.814814814814813;27;4;opt;lud_check.c;47
